id,device,scenario,condition,CamAngle,DistCam2Face,DistDisp2Face,Eye-tracker,FaceAngle,RGB,IR
028,Laptop,S08,A_C_T,328,328,328,328,328,1,0
028,Laptop,S09,A_C_T,328,328,328,328,328,1,0
028,Laptop,S10,A_C_T,329,329,329,329,329,1,0
028,Laptop,S08,A_D_T,327,327,327,327,327,1,0
028,Laptop,S09,A_D_T,329,329,329,329,329,1,0
028,Laptop,S10,A_D_T,327,327,327,327,327,1,0
028,Laptop,S08,A_E_T,328,328,328,328,328,1,0
028,Laptop,S09,A_E_T,327,327,327,327,327,1,0
028,Laptop,S10,A_E_T,328,328,328,328,328,1,0
028,Laptop,S08,A_F_T,326,326,326,326,326,1,0
028,Laptop,S09,A_F_T,326,326,326,326,326,1,0
028,Laptop,S10,A_F_T,327,327,327,327,327,1,0
028,Laptop,S08,A_T_T,328,328,328,328,328,1,0
028,Laptop,S09,A_T_T,326,326,326,326,326,1,0
028,Laptop,S10,A_T_T,321,321,321,321,321,1,0
028,Laptop,S08,A_U_T,327,327,327,327,327,1,0
028,Laptop,S09,A_U_T,327,327,327,327,327,1,0
028,Laptop,S10,A_U_T,329,329,329,329,329,1,0
028,Laptop,S08,D_C_T,330,330,330,330,330,1,0
028,Laptop,S09,D_C_T,328,328,328,328,328,1,0
028,Laptop,S10,D_C_T,328,328,328,328,328,1,0
028,Laptop,S08,D_D_T,327,327,327,327,327,1,0
028,Laptop,S09,D_D_T,327,327,327,327,327,1,0
028,Laptop,S10,D_D_T,326,326,326,326,326,1,0
028,Laptop,S08,D_E_T,328,328,328,328,328,1,0
028,Laptop,S09,D_E_T,327,327,327,327,327,1,0
028,Laptop,S10,D_E_T,328,328,328,328,328,1,0
028,Laptop,S08,D_F_T,327,327,327,327,327,1,0
028,Laptop,S09,D_F_T,328,328,328,328,328,1,0
028,Laptop,S10,D_F_T,327,327,327,327,327,1,0
028,Laptop,S08,D_T_T,327,327,327,327,327,1,0
028,Laptop,S09,D_T_T,327,327,327,327,327,1,0
028,Laptop,S10,D_T_T,328,328,328,328,328,1,0
028,Laptop,S08,D_U_T,328,328,328,328,328,1,0
028,Laptop,S09,D_U_T,327,327,327,327,327,1,0
028,Laptop,S10,D_U_T,328,328,328,328,328,1,0
